,stock_id,time_id,target
3441,0,29150,0.002079328
2028,0,16823,0.00114314
3755,0,32126,0.002880859
1206,0,10171,0.003512571
3226,0,27071,0.001661576
2156,0,17852,0.004699933
1145,0,9665,0.006806114
569,0,4661,0.002254197
1810,0,14979,0.005497378
3165,0,26568,0.001887887
2709,0,22635,0.001927094
1093,0,9186,0.001517252
2253,0,18586,0.003975096
3668,0,31279,0.002400823
2529,0,20945,0.003664422
3567,0,30366,0.003878959
2039,0,16941,0.009301092
2095,0,17355,0.001287463
228,0,1909,0.002557284
2732,0,22828,0.002681827
3032,0,25467,0.001537045
1513,0,12694,0.006389364
3116,0,26159,0.003224392
2684,0,22427,0.003319603
2308,0,19053,0.002658475
2367,0,19527,0.003323353
1966,0,16330,0.007670181
1045,0,8721,0.008065179
802,0,6585,0.004816774
2404,0,19830,0.001350291
2600,0,21645,0.007811085
1195,0,10072,0.001761405
623,0,5141,0.004433371
984,0,8190,0.006098256
1463,0,12291,0.002248277
1044,0,8718,0.002159842
2883,0,24078,0.003198926
1238,0,10494,0.00211893
1100,0,9208,0.002894578
713,0,5829,0.002375584
1391,0,11750,0.002438709
2764,0,23062,0.004945464
3556,0,30304,0.003188411
1403,0,11868,0.00229537
3210,0,26944,0.004279878
2303,0,18996,0.007277832
3683,0,31351,0.001892093
2703,0,22590,0.002305356
3188,0,26804,0.004301084
2372,0,19551,0.003681713
2271,0,18739,0.002694127
2515,0,20843,0.008310769
1759,0,14619,0.003815482
125,0,1173,0.006859133
933,0,7674,0.003744842
1884,0,15671,0.002269956
946,0,7759,0.003947482
3007,0,25309,0.00386899
2011,0,16704,0.002407134
1668,0,13912,0.001948357
1584,0,13316,0.006132166
2558,0,21208,0.003779167
595,0,4889,0.005109278
299,0,2433,0.005770983
1900,0,15757,0.001462108
2677,0,22331,0.003640126
486,0,4043,0.001906239
1737,0,14445,0.002809367
1555,0,13019,0.004548118
898,0,7310,0.002472552
1385,0,11722,0.004773872
2930,0,24588,0.006542958
2448,0,20265,0.003175485
1330,0,11199,0.005069023
2329,0,19240,0.00680847
3472,0,29515,0.00443657
1336,0,11279,0.003904417
577,0,4724,0.001984997
1236,0,10488,0.011780731
2351,0,19434,0.001390523
1749,0,14510,0.003629103
2322,0,19176,0.007670891
1554,0,13018,0.004741142
2005,0,16666,0.002635008
2435,0,20132,0.003473819
2755,0,23001,0.003799348
1466,0,12322,0.00387111
3135,0,26317,0.006455999
1291,0,10929,0.005509935
583,0,4762,0.014111941
2121,0,17570,0.005109655
2299,0,18960,0.005057304
422,0,3445,0.002113358
1832,0,15185,0.004132508
1636,0,13650,0.00464773
1893,0,15715,0.002833099
3085,0,25854,0.002040181
1467,0,12324,0.011963291
2970,0,25010,0.007796767
1783,0,14809,0.001581425
227,0,1904,0.001985596
2733,0,22829,0.00260666
2659,0,22126,0.001865309
2085,0,17265,0.002498158
273,0,2184,0.003387439
2053,0,17053,0.009652185
2946,0,24742,0.009273552
1990,0,16556,0.003245335
2132,0,17643,0.003627678
3679,0,31338,0.008122305
2316,0,19147,0.008964117
825,0,6746,0.002162044
1928,0,15938,0.002860489
1208,0,10191,0.002832193
432,0,3552,0.001370667
1829,0,15163,0.002222311
2837,0,23639,0.005155299
1578,0,13269,0.003905947
816,0,6668,0.003020099
1684,0,14016,0.004265442
2314,0,19104,0.004659617
1215,0,10262,0.004560908
2907,0,24349,0.01243664
146,0,1280,0.010279946
1421,0,11962,0.003139819
3333,0,27989,0.004762238
3604,0,30729,0.001422621
2429,0,20083,0.003005955
3776,0,32277,0.003820654
1140,0,9610,0.003870185
470,0,3931,0.003274074
3268,0,27467,0.002114068
3473,0,29517,0.006046985
204,0,1728,0.002570088
774,0,6342,0.00232585
1041,0,8702,0.007481881
1163,0,9862,0.006739193
1232,0,10455,0.002885541
602,0,4951,0.001971079
2037,0,16910,0.002258565
2356,0,19472,0.00191634
304,0,2447,0.004312066
3008,0,25312,0.005388872
2781,0,23202,0.002977159
1169,0,9890,0.005056272
979,0,8104,0.002955044
549,0,4543,0.001219802
1387,0,11729,0.007666236
218,0,1827,0.00482018
1924,0,15907,0.002329044
1669,0,13920,0.002886795
576,0,4723,0.005318582
2614,0,21753,0.008804586
1051,0,8763,0.003459634
445,0,3660,0.003777667
3320,0,27932,0.00653647
627,0,5163,0.006382762
347,0,2826,0.003049111
341,0,2758,0.002508299
2414,0,19935,0.007136185
777,0,6367,0.001608711
436,0,3587,0.008133835
3044,0,25570,0.001741441
499,0,4106,0.003853883
303,0,2444,0.003381639
926,0,7621,0.008935415
1836,0,15216,0.002969719
675,0,5532,0.002737943
1856,0,15418,0.001921413
260,0,2118,0.002952569
927,0,7624,0.003322482
584,0,4774,0.002248848
3536,0,30125,0.002997574
2434,0,20128,0.00861682
1852,0,15365,0.002016692
2079,0,17227,0.00376491
241,0,2000,0.004495631
1794,0,14895,0.002113091
2362,0,19493,0.003641142
2721,0,22750,0.0031726
2415,0,19949,0.000901578
1131,0,9465,0.00264449
896,0,7277,0.007681461
1651,0,13763,0.002565183
3231,0,27127,0.00331318
1399,0,11844,0.001491395
2680,0,22384,0.005815929
3385,0,28563,0.000951554
3615,0,30798,0.002494528
81,0,735,0.005339053
2686,0,22441,0.003754067
1201,0,10113,0.001469846
1213,0,10243,0.002236007
2336,0,19274,0.006031175
54,0,487,0.006664945
1435,0,12079,0.006180645
138,0,1242,0.003491781
3431,0,29048,0.00265353
3544,0,30212,0.004231147
1502,0,12583,0.002347227
2583,0,21434,0.002082679
2301,0,18972,0.001558569
2289,0,18916,0.000839611
2738,0,22893,0.012233385
1921,0,15903,0.004768125
681,0,5611,0.004869781
2136,0,17676,0.002112692
250,0,2075,0.003004448
2888,0,24127,0.003866383
3553,0,30276,0.005784808
2340,0,19309,0.003910826
1592,0,13368,0.005839596
536,0,4414,0.002620444
2798,0,23337,0.00238736
1164,0,9866,0.002970047
2374,0,19579,0.002869284
1077,0,9064,0.004584641
866,0,7014,0.003291175
2728,0,22822,0.003945638
751,0,6121,0.002125276
3642,0,31077,0.001944134
1661,0,13857,0.002886079
1791,0,14866,0.005269699
783,0,6428,0.00174544
3243,0,27182,0.001579411
1951,0,16170,0.002220975
3293,0,27711,0.004493001
1519,0,12726,0.005871082
47,0,424,0.001720014
1273,0,10767,0.005805312
1857,0,15433,0.002363737
3476,0,29568,0.00159816
2315,0,19136,0.014057079
1644,0,13710,0.002589094
509,0,4173,0.000964057
1475,0,12411,0.003362946
2474,0,20457,0.002946953
3017,0,25351,0.002729491
2009,0,16696,0.004767393
1132,0,9493,0.002030326
1189,0,10035,0.003080468
579,0,4739,0.002926178
3784,0,32361,0.005115757
1351,0,11415,0.002376891
3106,0,26081,0.003736015
2708,0,22627,0.0025404
428,0,3513,0.003818308
34,0,317,0.002747106
707,0,5795,0.002105641
1103,0,9222,0.009106012
3343,0,28121,0.003929805
370,0,2999,0.004207884
485,0,4038,0.001830382
2520,0,20881,0.001897905
2040,0,16943,0.005122305
571,0,4690,0.003788668
599,0,4913,0.003155305
1508,0,12661,0.003841216
233,0,1946,0.0052849
1772,0,14738,0.00458519
3150,0,26450,0.00164649
1071,0,9021,0.001260447
3585,0,30512,0.002968851
3344,0,28122,0.002330018
1082,0,9091,0.003570742
3827,0,32758,0.004263554
1837,0,15239,0.002909044
3060,0,25653,0.002747494
607,0,4984,0.002312127
635,0,5232,0.005659273
1375,0,11639,0.010666315
3222,0,27020,0.004085917
3147,0,26430,0.003111427
1427,0,12011,0.001453256
3415,0,28898,0.003794184
533,0,4388,0.003046807
643,0,5300,0.002212725
1846,0,15319,0.00463308
3233,0,27149,0.001755391
3519,0,29941,0.001567292
120,0,1135,0.010631259
620,0,5118,0.003025847
3429,0,29037,0.002994983
2871,0,23972,0.004417117
3721,0,31719,0.001431762
3267,0,27457,0.004365385
3515,0,29889,0.00690246
3376,0,28485,0.002716167
1248,0,10604,0.003078295
1002,0,8408,0.007850779
1544,0,12957,0.002040117
3506,0,29828,0.002322245
3670,0,31302,0.002671145
688,0,5667,0.0058697
1452,0,12206,0.00194902
1536,0,12904,0.003113447
2375,0,19580,0.00501109
1728,0,14356,0.001229333
3611,0,30790,0.002369114
1882,0,15644,0.007819184
2933,0,24600,0.012083647
2411,0,19904,0.008509964
3093,0,25918,0.010878171
3445,0,29228,0.001682295
2250,0,18565,0.013378001
2833,0,23624,0.002306328
1827,0,15147,0.006769073
177,0,1481,0.002692517
1546,0,12964,0.002245621
3491,0,29676,0.003833292
2008,0,16694,0.003868798
553,0,4560,0.01038655
2816,0,23488,0.002098623
2519,0,20872,0.004499316
285,0,2293,0.001739006
2734,0,22877,0.001568789
3815,0,32693,0.002998414
91,0,854,0.002805649
2657,0,22117,0.00148023
2584,0,21437,0.00176626
2206,0,18203,0.003285898
2115,0,17506,0.001836586
2388,0,19651,0.00140062
1999,0,16629,0.00222699
3400,0,28770,0.009413997
918,0,7518,0.002020252
3288,0,27619,0.003404777
2765,0,23069,0.002933111
1776,0,14752,0.00332687
3038,0,25501,0.008025922
1043,0,8708,0.003034386
1149,0,9700,0.00284853
1708,0,14235,0.00368668
3823,0,32748,0.001600021
3349,0,28200,0.002806033
693,0,5704,0.001728638
3373,0,28474,0.0047242
2550,0,21136,0.003166028
275,0,2193,0.003167521
3421,0,28969,0.00257719
970,0,8014,0.001203327
1359,0,11481,0.004269285
3053,0,25622,0.001594046
1789,0,14842,0.003885772
2630,0,21891,0.008785624
2560,0,21239,0.002929416
3366,0,28395,0.003394732
959,0,7874,0.003199715
1672,0,13941,0.002426194
2054,0,17056,0.00790957
729,0,5934,0.005226541
236,0,1962,0.001296914
2931,0,24589,0.004368645
1263,0,10702,0.003122984
1008,0,8448,0.002026344
1678,0,13980,0.0042552
1410,0,11893,0.004846543
270,0,2178,0.004930627
221,0,1866,0.005247643
2938,0,24705,0.001835711
3570,0,30379,0.004895372
1648,0,13737,0.003336527
3346,0,28186,0.002618747
3724,0,31750,0.005324733
885,0,7213,0.001494032
1456,0,12234,0.002509343
1338,0,11303,0.003129854
2642,0,22011,0.003818578
3282,0,27561,0.001911649
1138,0,9583,0.002688098
3482,0,29608,0.003735249
1223,0,10349,0.002002485
1413,0,11904,0.002689531
1562,0,13102,0.001600053
2323,0,19180,0.004760873
1091,0,9164,0.002216552
3218,0,27013,0.002901327
1241,0,10546,0.008732401
103,0,1000,0.001348062
3369,0,28422,0.001796268
1650,0,13762,0.002051371
683,0,5629,0.003325629
2739,0,22898,0.003376211
2964,0,24929,0.001719853
2569,0,21307,0.009786607
1986,0,16507,0.002885514
2164,0,17911,0.00144909
2456,0,20329,0.001909407
3384,0,28541,0.003982502
1736,0,14442,0.002573601
3339,0,28066,0.005115394
32,0,309,0.001691769
199,0,1688,0.006292244
1400,0,11852,0.003480205
2281,0,18836,0.00139489
1453,0,12222,0.003967489
2312,0,19072,0.004289345
302,0,2440,0.001987209
39,0,337,0.002160358
3443,0,29219,0.005861575
68,0,618,0.003712381
3395,0,28697,0.004678354
134,0,1219,0.002240683
679,0,5601,0.004546036
1408,0,11886,0.001530573
2644,0,22014,0.005475024
3461,0,29375,0.00194472
154,0,1326,0.002037284
480,0,4027,0.005942683
2940,0,24713,0.001953964
365,0,2956,0.016495379
733,0,5976,0.002321165
2954,0,24868,0.003347332
2051,0,17034,0.00360322
1698,0,14126,0.007546142
1151,0,9735,0.003607749
954,0,7837,0.002770362
2920,0,24437,0.002301329
287,0,2312,0.003227625
2403,0,19817,0.002240824
2769,0,23132,0.002588026
1016,0,8546,0.003246688
501,0,4132,0.009053382
119,0,1128,0.002335644
2767,0,23112,0.007810699
3101,0,26024,0.002118492
785,0,6445,0.001734799
2772,0,23145,0.00202963
2752,0,22964,0.002852995
561,0,4615,0.00226585
2469,0,20434,0.019298597
1518,0,12718,0.006718029
508,0,4159,0.002242881
2194,0,18129,0.002249875
3089,0,25876,0.004808609
1230,0,10448,0.002872036
3004,0,25282,0.004749037
1497,0,12552,0.001705045
3549,0,30244,0.007139716
3107,0,26082,0.005367514
3785,0,32374,0.002445182
793,0,6493,0.001927793
1614,0,13503,0.004879419
2774,0,23153,0.002952491
1542,0,12945,0.004397609
1097,0,9201,0.003169011
1293,0,10934,0.002197878
2471,0,20439,0.00239457
2215,0,18234,0.002474458
3494,0,29716,0.00293883
1751,0,14549,0.003118922
2425,0,20057,0.002709368
82,0,745,0.003768217
2437,0,20136,0.006331386
3540,0,30177,0.004257865
2348,0,19390,0.003949703
3705,0,31528,0.013202501
3357,0,28292,0.008914356
2712,0,22666,0.003905486
2227,0,18400,0.00400827
1710,0,14246,0.002238481
840,0,6854,0.003268012
1909,0,15824,0.006355706
1653,0,13775,0.00672578
764,0,6256,0.005906938
2586,0,21445,0.002280823
543,0,4477,0.00290993
477,0,3999,0.006881953
2016,0,16733,0.001623515
2633,0,21911,0.002245406
654,0,5392,0.002866242
283,0,2259,0.002076847
2893,0,24161,0.003734403
2065,0,17120,0.002953244
2396,0,19735,0.003673004
1947,0,16127,0.008184826
2501,0,20715,0.00319459
3547,0,30225,0.001449996
981,0,8117,0.003509657
3716,0,31656,0.002346977
1153,0,9748,0.00225379
1496,0,12546,0.003735182
674,0,5517,0.011372463
468,0,3921,0.003014205
3454,0,29302,0.003209294
429,0,3516,0.004109724
3056,0,25638,0.004383832
1785,0,14813,0.003405778
916,0,7512,0.001990571
166,0,1417,0.003032949
1011,0,8476,0.002708368
1647,0,13735,0.024581613
1913,0,15846,0.001026059
476,0,3987,0.001689201
1729,0,14361,0.002790261
2242,0,18500,0.00207093
2998,0,25234,0.003265959
1178,0,9967,0.003496049
56,0,506,0.003585084
1780,0,14797,0.002032438
208,0,1787,0.001738043
3194,0,26841,0.001192385
2106,0,17429,0.00246169
1307,0,11043,0.011165275
425,0,3469,0.003289777
1754,0,14572,0.001612636
556,0,4587,0.001183846
1265,0,10708,0.001917
1468,0,12347,0.004844557
3829,0,32767,0.001083558
2974,0,25023,0.007635513
492,0,4072,0.001764328
961,0,7883,0.003543624
3141,0,26387,0.00963255
3672,0,31306,0.002368281
987,0,8196,0.001077532
3768,0,32219,0.007655925
2466,0,20415,0.003046996
2078,0,17217,0.001955538
1956,0,16240,0.005572095
3317,0,27891,0.005234955
2279,0,18822,0.001708584
2736,0,22884,0.002150455
3380,0,28521,0.004559391
2117,0,17528,0.00343478
2618,0,21805,0.009961084
1000,0,8360,0.002612357
2726,0,22794,0.002950187
336,0,2711,0.002022775
2066,0,17157,0.004880201
1784,0,14810,0.002480056
1792,0,14869,0.003143917
1352,0,11419,0.002993608
559,0,4603,0.003041731
817,0,6679,0.001623297
390,0,3138,0.026288409
737,0,6020,0.004015152
3063,0,25680,0.001235242
1068,0,8978,0.001383918
937,0,7686,0.002343701
2745,0,22914,0.002275943
1548,0,12981,0.007603725
1767,0,14714,0.004452529
3760,0,32174,0.003560868
2579,0,21398,0.005469825
257,0,2104,0.002192429
2495,0,20644,0.003026132
1339,0,11318,0.001652195
3747,0,32048,0.002671824
216,0,1823,0.009363004
3741,0,32009,0.010477365
2126,0,17604,0.002356227
510,0,4186,0.011061838
1009,0,8454,0.006339012
2991,0,25176,0.002097526
526,0,4329,0.002573501
1848,0,15341,0.001470532
3097,0,25999,0.004405727
132,0,1213,0.002825918
414,0,3389,0.006167599
35,0,319,0.002058631
1760,0,14623,0.001709226
64,0,589,0.006106505
1282,0,10816,0.003889069
2899,0,24220,0.003249786
638,0,5245,0.001648822
3382,0,28534,0.004937549
1224,0,10364,0.005749377
1441,0,12131,0.002316279
1218,0,10311,0.003364899
2979,0,25085,0.002235348
788,0,6480,0.003152673
1540,0,12930,0.003083882
3014,0,25340,0.017308385
767,0,6274,0.003792723
3456,0,29330,0.003101816
3706,0,31554,0.003247459
2608,0,21695,0.001737085
2497,0,20669,0.00155493
1108,0,9279,0.004820103
3812,0,32686,0.002790488
2150,0,17823,0.006325249
911,0,7460,0.002682668
1911,0,15840,0.003232122
2759,0,23030,0.006154232
191,0,1587,0.00171026
2443,0,20214,0.008395347
3820,0,32736,0.001923412
2229,0,18407,0.00285118
1409,0,11887,0.002049482
3526,0,29990,0.002675916
2462,0,20405,0.00541528
3619,0,30824,0.007660171
2948,0,24766,0.001838064
2274,0,18764,0.009291294
452,0,3711,0.001462518
1234,0,10461,0.007715314
196,0,1663,0.001187667
3470,0,29504,0.002673614
1597,0,13398,0.001964976
1744,0,14483,0.005049794
459,0,3762,0.006995239
2902,0,24259,0.007428092
3335,0,28002,0.001591069
680,0,5609,0.002967215
2723,0,22759,0.003166162
418,0,3406,0.005737826
2010,0,16699,0.002207175
361,0,2917,0.004986577
1815,0,15010,0.001691615
202,0,1719,0.005532405
934,0,7675,0.004382475
1477,0,12420,0.006398537
2360,0,19489,0.00314449
3596,0,30624,0.005226246
2517,0,20858,0.001783004
124,0,1161,0.005977382
2508,0,20785,0.018953068
2096,0,17363,0.001621403
338,0,2718,0.005823898
924,0,7572,0.002872537
1825,0,15132,0.005249982
3542,0,30208,0.006884462
503,0,4140,0.003138897
3096,0,25993,0.004511841
446,0,3661,0.002918818
3412,0,28880,0.003375395
1875,0,15586,0.003854971
2526,0,20936,0.003553432
3388,0,28619,0.011618121
2480,0,20499,0.003065584
2409,0,19876,0.002377405
1802,0,14918,0.002845476
935,0,7677,0.001599516
1450,0,12178,0.003510417
3045,0,25575,0.002278831
2068,0,17167,0.006648167
1353,0,11431,0.003783592
2161,0,17885,0.004056277
2457,0,20336,0.002337757
1188,0,10030,0.002853537
217,0,1826,0.00108816
1415,0,11920,0.003166779
3198,0,26864,0.002784294
3433,0,29064,0.002673249
1610,0,13491,0.001477169
1392,0,11764,0.002013079
2926,0,24523,0.001818335
877,0,7150,0.008713671
1246,0,10572,0.003807516
2679,0,22377,0.002463498
2113,0,17491,0.002048303
3057,0,25639,0.002822037
2687,0,22447,0.003168689
1481,0,12437,0.002583613
3064,0,25683,0.0089334
736,0,6016,0.00186673
3313,0,27875,0.003810945
1490,0,12531,0.002274159
1381,0,11689,0.003426594
735,0,5987,0.004068423
2204,0,18184,0.002951808
1723,0,14316,0.006399978
711,0,5817,0.016741679
660,0,5424,0.001271672
1446,0,12151,0.002901382
3411,0,28877,0.003958739
2135,0,17672,0.003507578
288,0,2329,0.003353163
1494,0,12537,0.003132404
1357,0,11453,0.006849391
1833,0,15186,0.003919722
2851,0,23780,0.001876886
1988,0,16519,0.002529079
226,0,1890,0.003746168
760,0,6197,0.002112737
2354,0,19459,0.003242049
2183,0,18020,0.001820157
514,0,4219,0.003863497
2995,0,25197,0.003542215
1294,0,10938,0.001408909
2292,0,18932,0.003137089
1605,0,13452,0.010418603
2174,0,17973,0.003831369
3631,0,31018,0.004424351
3792,0,32470,0.005350429
3696,0,31443,0.002198377
2447,0,20255,0.004356966
104,0,1011,0.002477368
2528,0,20944,0.001797345
800,0,6566,0.001620538
768,0,6286,0.001844819
3025,0,25403,0.00222537
3191,0,26830,0.005057281
2624,0,21854,0.004743074
3379,0,28512,0.001636934
2869,0,23962,0.001349509
1454,0,12225,0.002283413
1680,0,13986,0.002978273
2496,0,20651,0.010226748
828,0,6782,0.002223193
2418,0,19994,0.004388491
3389,0,28625,0.002531023
401,0,3280,0.006252892
2973,0,25019,0.001579101
2438,0,20164,0.003739179
849,0,6928,0.006870029
3158,0,26503,0.003834042
2573,0,21344,0.002218785
1768,0,14715,0.002282433
1364,0,11501,0.004661828
2430,0,20084,0.005771686
537,0,4431,0.002937487
1796,0,14906,0.00462805
1929,0,15960,0.012607214
3181,0,26752,0.007064387
2142,0,17762,0.001654048
578,0,4737,0.003302937
692,0,5686,0.002495489
1611,0,13495,0.002228101
2876,0,24021,0.003770004
130,0,1205,0.003002481
1819,0,15048,0.001821406
2667,0,22217,0.00388596
1577,0,13241,0.008390255
655,0,5400,0.00164222
444,0,3655,0.003355701
1933,0,15989,0.002738333
1117,0,9329,0.003991774
3235,0,27153,0.003843946
1228,0,10421,0.002608444
2181,0,18007,0.003658335
3770,0,32240,0.003930883
3272,0,27493,0.00180253
1674,0,13949,0.003333238
2350,0,19428,0.003671043
590,0,4850,0.008624734
858,0,6965,0.003666823
1575,0,13235,0.004593038
478,0,4004,0.005655704
1081,0,9077,0.0039979
2935,0,24662,0.008097515
2487,0,20571,0.002210215
608,0,4987,0.005085155
348,0,2833,0.0027713
2139,0,17707,0.003074782
2637,0,21988,0.006510253
3530,0,30040,0.00288047
612,0,5020,0.002359051
456,0,3735,0.002633652
3806,0,32649,0.009056352
572,0,4695,0.002149242
3513,0,29880,0.004393591
743,0,6076,0.003178617
703,0,5777,0.001535844
182,0,1529,0.00377081
1808,0,14976,0.003795688
242,0,2006,0.001250098
3579,0,30456,0.00224848
1394,0,11786,0.001888851
2038,0,16919,0.003165213
3680,0,31345,0.001670463
653,0,5391,0.006207818
148,0,1291,0.017583886
708,0,5803,0.006275733
2162,0,17888,0.001210361
23,0,232,0.004870531
1264,0,10703,0.00434387
1285,0,10849,0.003566543
2059,0,17090,0.004072106
1532,0,12840,0.005081068
1436,0,12102,0.004045805
919,0,7545,0.001557933
2782,0,23212,0.002729199
2169,0,17955,0.003021715
3146,0,26428,0.005916939
3709,0,31587,0.004392897
3828,0,32763,0.004351931
2823,0,23531,0.00410413
3797,0,32590,0.006127845
3447,0,29240,0.007887309
2595,0,21602,0.008309031
1873,0,15568,0.003552404
1509,0,12666,0.003519941
1260,0,10688,0.004941306
2043,0,16987,0.003615721
2941,0,24717,0.00228464
2606,0,21685,0.00201667
712,0,5825,0.002924715
1443,0,12139,0.00650066
645,0,5303,0.019892431
3739,0,31970,0.002952376
21,0,227,0.004725858
2088,0,17305,0.002366671
2168,0,17951,0.002695236
615,0,5046,0.003490411
670,0,5505,0.003993955
3405,0,28832,0.004730714
2665,0,22188,0.002895342
3297,0,27771,0.002939053
900,0,7322,0.001708915
1414,0,11914,0.004631403
3511,0,29872,0.006409321
3201,0,26874,0.010127094
3621,0,30866,0.001677391
3409,0,28841,0.004060793
2576,0,21368,0.00264846
985,0,8191,0.003754923
2689,0,22466,0.003389976
3661,0,31242,0.001956137
3290,0,27627,0.001215383
206,0,1747,0.002450364
2950,0,24775,0.003406352
30,0,297,0.002083402
258,0,2109,0.004307208
2727,0,22798,0.003260253
1226,0,10389,0.00837444
2801,0,23348,0.002656499
2585,0,21439,0.002119295
1950,0,16149,0.003319812
173,0,1464,0.005730486
1931,0,15966,0.006267369
1973,0,16428,0.005950253
3223,0,27037,0.002426006
1193,0,10070,0.002092935
859,0,6976,0.002504854
1652,0,13771,0.004053788
3555,0,30303,0.00407209
2856,0,23821,0.003851722
3123,0,26197,0.001756401
443,0,3650,0.005891454
3674,0,31322,0.004249859
807,0,6617,0.004052364
3309,0,27851,0.002947337
1987,0,16511,0.004051775
1015,0,8534,0.001553208
2000,0,16630,0.006806633
1083,0,9096,0.002239684
1147,0,9687,0.00674317
493,0,4075,0.005077257
1623,0,13567,0.002077724
2013,0,16707,0.004441744
2022,0,16792,0.002394231
1001,0,8365,0.002633611
3072,0,25751,0.002040893
3318,0,27910,0.0045594
2049,0,17029,0.00857644
309,0,2479,0.001605984
972,0,8032,0.001982443
1308,0,11048,0.00279198
332,0,2657,0.001328036
1225,0,10369,0.003950088
1660,0,13851,0.011793956
